sku,product_desc,brand_cd,product_sub_type,brand_code_3,brand_desc,upc,inv_order_type,image_url,msrp,map_price,image_url1,image_url2,image_url3,image_url4
000000000003030100,JK 8X6.5 ROTOR FR BIG BRAKE KIT SUBASS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885036975,ST,https://images.wheelpros.com/Accessories/000000000003030100.png,544.99,544.99,,,,
000000000003030200,JK 8X6.5 SLOTTED FR BIG BRAKE KIT SUBASS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885036982,ST,https://images.wheelpros.com/Accessories/000000000003030200.png,569.99,569.99,,,,
000000000003030300,JK 8X6.5 PERF ROTOR KIT SUBASS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885036999,ST,https://images.wheelpros.com/Accessories/000000000003030300.png,250.99,250.99,,,,
000000000003030400,JK 8X6.5 SLOTTED PERF ROTOR KIT SUBASS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037002,ST,https://images.wheelpros.com/Accessories/000000000003030400.png,274.99,274.99,,,,
000000000003031000,JK FR D30/D44 8X6.5 FF SUBASSY,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037019,ST,https://images.wheelpros.com/Accessories/000000000003031000.png,1078.99,1078.99,,,,
000000000003032000,FR WHEEL HUBS D30/D44 8X6.5 CONVERSION,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037026,ST,https://images.wheelpros.com/Accessories/000000000003032000.png,434.99,434.99,,,,
000000000003034410,JK 8-LUG LOCKING HUB & SLOTTED ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037132,ST,https://images.wheelpros.com/Accessories/000000000003034410.png,1739.97,1739.97,,,,
000000000003034411,JK 8-LUG LOCKING HUB & VENTED ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035244,ST,https://images.wheelpros.com/Accessories/000000000003034411.png,1715.97,1715.97,,,,
000000000003034412,JK 8-LUG LOCKING HUB & VENTED BRAKES,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885034230,ST,https://images.wheelpros.com/Accessories/000000000003034412.png,2009.97,2009.97,,,,
000000000003034413,JK 8-LUG LOCKING HUB & SLOTTED BRAKES,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037149,ST,https://images.wheelpros.com/Accessories/000000000003034413.png,2034.97,2034.97,,,,
000000000003040100,JK RR DANA44 FF CONV SUBASSY,TS,ACCESSORIES,TFS,Teraflex,843885037057,ST,https://images.wheelpros.com/Accessories/000000000003040100.png,651.99,651.99,,,,
000000000003040200,JK RR FULL-FLOAT CONV COMPONENTS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037064,ST,https://images.wheelpros.com/Accessories/000000000003040200.png,715.99,715.99,,,,
000000000003040300,JK WIDE RR FULL-FLOAT CONV COMPONENTS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037071,ST,https://images.wheelpros.com/Accessories/000000000003040300.png,769.99,769.99,,,,
000000000003040400,JK WIDE RR FF CONVERSION COMPONENTS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037088,ST,https://images.wheelpros.com/Accessories/000000000003040400.png,794.99,794.99,,,,
000000000003042000,RR WHEEL HUB PAIR FOR D30/D44 8 LUG,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037125,ST,https://images.wheelpros.com/Accessories/000000000003042000.png,539.99,539.99,,,,
000000000003043000,JK 8-LUG FULL-FLOAT & SOLID ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885033912,ST,https://images.wheelpros.com/Accessories/000000000003043000.png,1383.97,1383.97,,,,
000000000003043100,JK 8-LUG FULL-FLOAT & SLOTTED ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035510,ST,https://images.wheelpros.com/Accessories/000000000003043100.png,1447.97,1447.97,,,,
000000000003043200,JK 8-LUG FULL-FLOAT & SOLID ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035336,ST,https://images.wheelpros.com/Accessories/000000000003043200.png,1383.97,1383.97,,,,
000000000003043300,JK 8-LUG FULL-FLOAT & SLOTTED ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885034131,ST,https://images.wheelpros.com/Accessories/000000000003043300.png,1447.97,1447.97,,,,
000000000003060100,"JK REAR CRD 3.25"" OD FF CONV SUBASSY",TS,ACCESSORIES,TFS,Teraflex,843885045762,ST,https://images.wheelpros.com/Accessories/000000000003060100.png,941.99,941.99,,,,
000000000003060200,"JK REAR CRD 3"" OD FF CONV SUBASSY",TS,ACCESSORIES,TFS,Teraflex,843885044925,ST,https://images.wheelpros.com/Accessories/000000000003060200.png,941.99,941.99,,,,
000000000003060300,"JK RR CRD 3.25"" FF CONV SUBASSY",TS,ACCESSORIES,TFS,Teraflex,843885045403,ST,https://images.wheelpros.com/Accessories/000000000003060300.png,967.99,967.99,,,,
000000000003060400,"JK RR CRD 3"" FF CONV SUBASSY",TS,ACCESSORIES,TFS,Teraflex,843885043591,ST,https://images.wheelpros.com/Accessories/000000000003060400.png,833.99,833.99,,,,
000000000003063100,JK 8-LUG FULL-FLOAT & SOLID ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885045946,ST,https://images.wheelpros.com/Accessories/000000000003063100.png,1729.97,1729.97,,,,
000000000003063200,JK 8-LUG FULL-FLOAT & SOLID ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885044895,ST,https://images.wheelpros.com/Accessories/000000000003063200.png,1729.97,1729.97,,,,
000000000003063300,JK 8-LUG FULL-FLOAT & SLOTTED ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885041566,ST,https://images.wheelpros.com/Accessories/000000000003063300.png,1755.97,1755.97,,,,
000000000003063400,JK 8-LUG FULL-FLOAT & SLOTTED ROTORS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885041573,ST,https://images.wheelpros.com/Accessories/000000000003063400.png,1621.97,1621.97,,,,
000000000003106430,JL-JT TERA60 FRONT LOCKING HUB 4.30 ARB,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053712,ST,https://images.wheelpros.com/Accessories/000000000003106430.png,11544.99,11544.99,,,,
000000000003106488,JL-JT TERA60 FRONT LOCKING HUB 4.88 ARB,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053729,ST,https://images.wheelpros.com/Accessories/000000000003106488.png,11544.99,11544.99,,,,
000000000003106538,JL-JT TERA60 FRONT LOCKING HUB 5.38 ARB,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053736,ST,https://images.wheelpros.com/Accessories/000000000003106538.png,11544.99,11544.99,,,,
000000000003170000,"JL-JT TERA60 FRONT LOCKING (0-6"" LIFT)",TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053705,ST,https://images.wheelpros.com/Accessories/000000000003170000.png,9197.99,9197.99,,,,
000000000003180000,JL/JT TERA60 FRONT AXLE SF,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885062455,ST,https://images.wheelpros.com/Accessories/000000000003180000.png,7855.99,7855.99,,,,
000000000003180430,JL/JT TERA60 FRONT AXLE SF W/ ARB 4.30,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885062424,ST,https://images.wheelpros.com/Accessories/000000000003180430.png,10202.99,10202.99,,,,
000000000003180488,JL/JT TERA60 FRONT AXLE SF W/ ARB 4.88,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885062448,ST,https://images.wheelpros.com/Accessories/000000000003180488.png,10202.99,10202.99,,,,
000000000003180538,JL/JT TERA60 FRONT AXLE SF W/ ARB 5.38,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885062431,ST,https://images.wheelpros.com/Accessories/000000000003180538.png,10202.99,10202.99,,,,
000000000003200103,AR CAP AR200S POLISHED FLAT,AR,CAP,AR,American Racing,761138355881,ST,https://images.wheelpros.com/Accessories/000000000003200103.png,51.00,51.00,,,,
000000000003206430,JL CRD60 REAR FULL-FLOAT 4.30 ARB (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053750,ST,https://images.wheelpros.com/Accessories/000000000003206430.png,8298.99,8298.99,,,,
000000000003206488,JL CRD60 REAR FULL-FLOAT 4.88 ARB (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053767,ST,https://images.wheelpros.com/Accessories/000000000003206488.png,8298.99,8298.99,,,,
000000000003206538,JL CRD60 REAR FULL-FLOAT 5.38 ARB (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053774,ST,https://images.wheelpros.com/Accessories/000000000003206538.png,8298.99,8298.99,,,,
000000000003208430,JL CRD60 REAR SEMI-FLOAT 4.30 ARB (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885059127,ST,https://images.wheelpros.com/Accessories/000000000003208430.png,6099.99,6099.99,,,,
000000000003208488,JL CRD60 REAR SEMI-FLOAT 4.88 ARB (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885059110,ST,https://images.wheelpros.com/Accessories/000000000003208488.png,6099.99,6099.99,,,,
000000000003208538,JL CRD60 REAR SEMI-FLOAT 5.38 ARB (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885059134,ST,https://images.wheelpros.com/Accessories/000000000003208538.png,6099.99,6099.99,,,,
000000000003244404,TJ REAR OUTPUT YOKE - SHORT SHAFT KIT,TS,ACCESSORIES,TFS,Teraflex,843885001430,ST,https://images.wheelpros.com/Accessories/000000000003244404.png,77.99,77.99,,,,
000000000003270000,JL CRD60 REAR AXLE W/ FULL-FLOAT (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885053743,ST,https://images.wheelpros.com/Accessories/000000000003270000.png,6688.99,6688.99,,,,
000000000003281000,JL CRD60 REAR AXLE W/ SEMI-FLOAT (0-6”),TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885059103,ST,https://images.wheelpros.com/Accessories/000000000003281000.png,4029.99,4029.99,,,,
000000000003303000,JK TERA30 HD AXLE SHAFT KIT - 27-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045779,ST,https://images.wheelpros.com/Accessories/000000000003303000.png,698.99,698.99,,,,
000000000003303118,JK TERA30 AXLE SHAFT - LEFT - 27-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043874,ST,https://images.wheelpros.com/Accessories/000000000003303118.png,185.99,185.99,,,,
000000000003303134,JK TERA30 AXLE SHAFT - RIGHT - 27-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043881,ST,https://images.wheelpros.com/Accessories/000000000003303134.png,239.99,239.99,,,,
000000000003303218,JK TERA30 AXLE SHAFT - LEFT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043898,ST,https://images.wheelpros.com/Accessories/000000000003303218.png,205.99,205.99,,,,
000000000003304100,JK TERA44 HD AXLE SHAFT KIT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045380,ST,https://images.wheelpros.com/Accessories/000000000003304100.png,768.99,768.99,,,,
000000000003304104,JK HD STUB SHAFT -FRONT OUTER -32-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885044079,ST,https://images.wheelpros.com/Accessories/000000000003304104.png,151.99,151.99,,,,
000000000003304117,JK RUBN44 AXLE SHAFT - LEFT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043911,ST,https://images.wheelpros.com/Accessories/000000000003304117.png,187.99,187.99,,,,
000000000003304120,JK TERA44 AXLE SHAFT - LEFT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043997,ST,https://images.wheelpros.com/Accessories/000000000003304120.png,172.99,172.99,,,,
000000000003304133,JK RUBN44 AXLE SHAFT - RIGHT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043928,ST,https://images.wheelpros.com/Accessories/000000000003304133.png,239.99,239.99,,,,
000000000003304136,JK TERA44 AXLE SHAFT - RIGHT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885044000,ST,https://images.wheelpros.com/Accessories/000000000003304136.png,215.99,215.99,,,,
000000000003304217,JK RUBN44 AXLE SHAFT - LEFT - 35-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043935,ST,https://images.wheelpros.com/Accessories/000000000003304217.png,205.99,205.99,,,,
000000000003304220,JK TERA44 AXLE SHAFT - LEFT - 35-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885044017,ST,https://images.wheelpros.com/Accessories/000000000003304220.png,205.99,205.99,,,,
000000000003304233,JK RUBN44 AXLE SHAFT - RIGHT - 35-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885043942,ST,https://images.wheelpros.com/Accessories/000000000003304233.png,255.99,255.99,,,,
000000000003304236,JK TERA44 AXLE SHAFT - RIGHT - 35-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885044024,ST,https://images.wheelpros.com/Accessories/000000000003304236.png,255.99,255.99,,,,
000000000003304400,JK TERA44 HD SHAFT KIT - WIDE -30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045915,BW,https://images.wheelpros.com/Accessories/000000000003304400.png,737.99,737.99,,,,
000000000003310100,TJ CRD60 SEMI REAR AXLE 3-6” LIFT,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003687,ST,https://images.wheelpros.com/Accessories/000000000003310100.png,3582.99,3582.99,,,,
000000000003311430,TJ CRD60 SEMI REAR AXLE 4.30 ARB 3-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885038658,ST,https://images.wheelpros.com/Accessories/000000000003311430.png,5548.99,5548.99,,,,
000000000003311456,TJ CRD60 SEMI REAR AXLE 4.56 ARB 3-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003694,ST,https://images.wheelpros.com/Accessories/000000000003311456.png,5548.99,5548.99,,,,
000000000003311488,TJ CRD60 SEMI REAR AXLE 4.88 ARB 3-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003700,ST,https://images.wheelpros.com/Accessories/000000000003311488.png,5548.99,5548.99,,,,
000000000003311513,TJ CRD60 SEMI REAR AXLE 5.13 ARB 3-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003717,ST,https://images.wheelpros.com/Accessories/000000000003311513.png,5548.99,5548.99,,,,
000000000003311538,TJ CRD60 SEMI REAR AXLE 5.38 ARB 3-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003724,ST,https://images.wheelpros.com/Accessories/000000000003311538.png,5548.99,5548.99,,,,
000000000003320000,JL: 70” CRD60 HD REAR AXLE SF,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885071402,ST,https://images.wheelpros.com/Accessories/000000000003320000.png,4279.99,4279.99,,,,
000000000003320100,TJ CRD60 SEMI-FLOAT REAR AXLE & TRUSS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003786,ST,https://images.wheelpros.com/Accessories/000000000003320100.png,3582.99,3582.99,,,,
000000000003320430,JL: 70” CRD60 HD REAR AXLE SF 4.30 ARB,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885071433,ST,https://images.wheelpros.com/Accessories/000000000003320430.png,6349.99,6349.99,,,,
000000000003320488,JL: 70” CRD60 HD REAR AXLE SF 4.88 ARB,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885071426,ST,https://images.wheelpros.com/Accessories/000000000003320488.png,6349.99,6349.99,,,,
000000000003320538,JL: 70” CRD60 HD REAR AXLE SF 5.38 ARB,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885071419,ST,https://images.wheelpros.com/Accessories/000000000003320538.png,6349.99,6349.99,,,,
000000000003321430,TJ CRD60 SEMI REAR AXLE 4.30 ARB TRUSS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885038665,ST,https://images.wheelpros.com/Accessories/000000000003321430.png,5548.99,5548.99,,,,
000000000003321456,TJ CRD60 SEMI REAR AXLE 4.56 ARB TRUSS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003809,ST,https://images.wheelpros.com/Accessories/000000000003321456.png,5548.99,5548.99,,,,
000000000003321488,TJ CRD60 SEMI REAR AXLE 4.88 ARB TRUSS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003816,ST,https://images.wheelpros.com/Accessories/000000000003321488.png,5548.99,5548.99,,,,
000000000003321513,TJ CRD60 SEMI REAR AXLE 5.13 ARB TRUSS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003823,ST,https://images.wheelpros.com/Accessories/000000000003321513.png,5548.99,5548.99,,,,
000000000003321538,TJ CRD60 SEMI REAR AXLE 4.88 ARB TRUSS,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885003830,ST,https://images.wheelpros.com/Accessories/000000000003321538.png,5548.99,5548.99,,,,
000000000003333118,JK TERA30 AXLE SHAFT - LEFT - 27-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045786,ST,https://images.wheelpros.com/Accessories/000000000003333118.png,328.99,328.99,,,,
000000000003333134,JK TERA30 AXLE SHAFT - RIGHT - 27-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045793,ST,https://images.wheelpros.com/Accessories/000000000003333134.png,387.99,387.99,,,,
000000000003333218,JK TERA30 AXLE SHAFT - LEFT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045816,ST,https://images.wheelpros.com/Accessories/000000000003333218.png,339.99,339.99,,,,
000000000003334120,JK TERA44 AXLE SHAFT - LEFT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045861,ST,https://images.wheelpros.com/Accessories/000000000003334120.png,361.98,361.98,,,,
000000000003334136,JK TERA44 AXLE SHAFT - RIGHT - 30-SPLINE,TS,ACCESSORIES,TFS,Teraflex,843885045878,ST,https://images.wheelpros.com/Accessories/000000000003334136.png,410.99,410.99,,,,
000000000003334220,JL AXLE SHAFT FRONT DRIVER 32S RUBI,TS,ACCESSORIES,TFS,Teraflex,843885075325,ST,https://images.wheelpros.com/Accessories/000000000003334220.png,250.99,250.99,,,,
000000000003334233,JL AXLE SHAFT FRONT PASSANGER 32S RUBI,TS,ACCESSORIES,TFS,Teraflex,843885075318,ST,https://images.wheelpros.com/Accessories/000000000003334233.png,399.99,399.99,,,,
000000000003334234,JL AXLE SHAFT FRONT PASSANGER 35S ARB,TS,ACCESSORIES,TFS,Teraflex,843885075332,ST,https://images.wheelpros.com/Accessories/000000000003334234.png,450.99,450.99,,,,
000000000003334235,JL AXLE SHAFT FRONT DRIVER 35S ARB,TS,ACCESSORIES,TFS,Teraflex,843885075349,ST,https://images.wheelpros.com/Accessories/000000000003334235.png,250.99,250.99,,,,
000000000003406430,JK CRD60 FULL REAR AXLE 4.30 ARB 4-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885034681,ST,https://images.wheelpros.com/Accessories/000000000003406430.png,6776.99,6776.99,,,,
000000000003406488,JK CRD60 FULL REAR AXLE 4.88 ARB 4-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035190,ST,https://images.wheelpros.com/Accessories/000000000003406488.png,6776.99,6776.99,,,,
000000000003406538,JK CRD60 FULL REAR AXLE 5.38 ARB 4-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885033714,ST,https://images.wheelpros.com/Accessories/000000000003406538.png,6776.99,6776.99,,,,
000000000003440000,JK HD BALL JOINT KIT NO KNURL - 2 PACK,TS,ACCESSORIES,TFS,Teraflex,843885031239,ST,https://images.wheelpros.com/Accessories/000000000003440000.png,155.99,155.99,,,,
000000000003440020,JK HD BALL JOINT KIT W/ KNURL - 2 PACK,TS,ACCESSORIES,TFS,Teraflex,843885031871,ST,https://images.wheelpros.com/Accessories/000000000003440020.png,155.99,155.99,,,,
000000000003442002,JK HD BALL JOINT KIT NO KNURL - ALL 4,TS,ACCESSORIES,TFS,Teraflex,843885031598,ST,https://images.wheelpros.com/Accessories/000000000003442002.png,307.99,307.99,,,,
000000000003442022,JK HD BALL JOINT KIT W/ KNURL - ALL 4,TS,ACCESSORIES,TFS,Teraflex,843885031802,ST,https://images.wheelpros.com/Accessories/000000000003442022.png,307.99,307.99,,,,
000000000003446430,JK CRD60 SEMI REAR AXLE 4.30 ARB 4-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035022,ST,https://images.wheelpros.com/Accessories/000000000003446430.png,5022.99,5022.99,,,,
000000000003446488,JK CRD60 SEMI REAR AXLE 4.88 ARB 4-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035596,ST,https://images.wheelpros.com/Accessories/000000000003446488.png,5022.99,5022.99,,,,
000000000003446538,JK CRD60 SEMI REAR AXLE 5.38 ARB 4-6”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885034452,ST,https://images.wheelpros.com/Accessories/000000000003446538.png,5022.99,5022.99,,,,
000000000003449350,DANA 60 SLIMLOCK HUB KIT,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885035053,ST,https://images.wheelpros.com/Accessories/000000000003449350.png,491.99,491.99,,,,
000000000003452010,JL-JT HD BALL JOINT KIT-NO KNURL (ALL 4),TS,ACCESSORIES,TFS,Teraflex,843885054535,ST,https://images.wheelpros.com/Accessories/000000000003452010.png,299.99,299.99,,,,
000000000003452030,TERA60 HD Ball Joint Set,TS,ACCESSORIES,TFS,Teraflex,843885053996,ST,https://images.wheelpros.com/Accessories/000000000003452030.png,399.99,399.99,,,,
000000000003460000,JK CRD60 SEMI REAR AXLE 4-6” LIFT,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885033653,ST,https://images.wheelpros.com/Accessories/000000000003460000.png,2719.99,2719.99,,,,
000000000003470000,JK CRD60 FULL REAR AXLE 4-6” LIFT,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885034841,ST,https://images.wheelpros.com/Accessories/000000000003470000.png,5166.99,5166.99,,,,
000000000003503000,JK TERA30 HD FRONT AXLE 0-3” LIFT,TS,ACCESSORIES,TFS,Teraflex,843885031260,ST,https://images.wheelpros.com/Accessories/000000000003503000.png,2620.99,2620.99,,,,
000000000003503001,"JK FR 0""-3"" TERA30 AXLE HOUSING RHD",TS,ACCESSORIES,TFS,Teraflex,843885031383,ST,https://images.wheelpros.com/Accessories/000000000003503001.png,2620.99,2620.99,,,,
000000000003503003,"JK FR 4+"" TERA30 AXLE HOUSING RHD",TS,ACCESSORIES,TFS,Teraflex,843885031406,ST,https://images.wheelpros.com/Accessories/000000000003503003.png,2620.99,2620.99,,,,
000000000003503004,JK TERA30 HD FRONT AXLE 4-6” LIFT,TS,ACCESSORIES,TFS,Teraflex,843885031338,ST,https://images.wheelpros.com/Accessories/000000000003503004.png,2620.99,2620.99,,,,
000000000003503410,JK TERA30 HD FRONT AXLE 4.10 ARB 0-3”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037187,ST,https://images.wheelpros.com/Accessories/000000000003503410.png,4789.99,4789.99,,,,
000000000003503456,JK TERA30 HD FRONT AXLE 4.56 ARB 0-3”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037200,ST,https://images.wheelpros.com/Accessories/000000000003503456.png,4789.99,4789.99,,,,
000000000003503488,JK TERA30 HD FRONT AXLE 4.88 ARB 0-3”,TA,ACCESSORIES,TFA,Teraflex Axles & Shafts,843885037224,ST,https://images.wheelpros.com/Accessories/000000000003503488.png,4789.99,4789.99,,,,
